date,channel,revenue_usd
2025-08-25,Direct,1069.82
2025-08-25,Email,401.64
2025-08-25,Organic Search,1534.08
2025-08-25,Paid Search,2027.68
2025-08-25,Referral,652.94
2025-08-25,Social,328.07
2025-08-26,Direct,1114.0
2025-08-26,Email,672.02
2025-08-26,Organic Search,1050.25
2025-08-26,Paid Search,1588.99
2025-08-26,Referral,577.7
2025-08-26,Social,356.19
2025-08-27,Direct,1016.63
2025-08-27,Email,526.47
2025-08-27,Organic Search,1176.29
2025-08-27,Paid Search,1978.14
2025-08-27,Referral,499.06
2025-08-27,Social,422.35
2025-08-28,Direct,1063.06
2025-08-28,Email,533.1
2025-08-28,Organic Search,552.18
2025-08-28,Paid Search,1586.32
2025-08-28,Referral,640.75
2025-08-28,Social,311.44
2025-08-29,Direct,1065.62
2025-08-29,Email,612.0
2025-08-29,Organic Search,1258.54
2025-08-29,Paid Search,1839.67
2025-08-29,Referral,545.47
2025-08-29,Social,358.38
2025-08-30,Direct,779.48
2025-08-30,Email,274.62
2025-08-30,Organic Search,956.88
2025-08-30,Paid Search,1320.26
2025-08-30,Referral,441.47
2025-08-30,Social,297.8
2025-08-31,Direct,886.07
2025-08-31,Email,423.62
2025-08-31,Organic Search,1022.71
2025-08-31,Paid Search,1317.54
2025-08-31,Referral,325.95
2025-08-31,Social,99.59
2025-09-01,Direct,970.19
2025-09-01,Email,553.36
2025-09-01,Organic Search,1242.38
2025-09-01,Paid Search,2124.75
2025-09-01,Referral,634.49
2025-09-01,Social,419.9
2025-09-02,Direct,1094.42
2025-09-02,Email,568.69
2025-09-02,Organic Search,1248.88
2025-09-02,Paid Search,1930.11
2025-09-02,Referral,588.04
2025-09-02,Social,343.63
2025-09-03,Direct,1066.52
2025-09-03,Email,505.0
2025-09-03,Organic Search,1297.07
2025-09-03,Paid Search,1780.74
2025-09-03,Referral,505.4
2025-09-03,Social,348.77
2025-09-04,Direct,1032.64
2025-09-04,Email,611.65
2025-09-04,Organic Search,1384.32
2025-09-04,Paid Search,1428.33
2025-09-04,Referral,590.42
2025-09-04,Social,362.83
2025-09-05,Direct,1017.6
2025-09-05,Email,651.37
2025-09-05,Organic Search,1252.46
2025-09-05,Paid Search,1554.76
2025-09-05,Referral,667.86
2025-09-05,Social,336.78
2025-09-06,Direct,771.34
2025-09-06,Email,478.04
2025-09-06,Organic Search,1051.72
2025-09-06,Paid Search,1286.11
2025-09-06,Referral,381.55
2025-09-06,Social,357.98
2025-09-07,Direct,787.63
2025-09-07,Email,426.67
2025-09-07,Organic Search,1229.86
2025-09-07,Paid Search,1420.94
2025-09-07,Referral,382.05
2025-09-07,Social,384.26
2025-09-08,Direct,1045.72
2025-09-08,Email,457.74
2025-09-08,Organic Search,1107.84
2025-09-08,Paid Search,1893.41
2025-09-08,Referral,557.95
2025-09-08,Social,369.5
2025-09-09,Direct,1003.14
2025-09-09,Email,522.6
2025-09-09,Organic Search,1468.52
2025-09-09,Paid Search,1705.49
2025-09-09,Referral,576.91
2025-09-09,Social,254.35
2025-09-10,Direct,1074.34
2025-09-10,Email,543.4
2025-09-10,Organic Search,1444.17
2025-09-10,Paid Search,1950.1
2025-09-10,Referral,638.35
2025-09-10,Social,343.29
2025-09-11,Direct,1085.89
2025-09-11,Email,457.68
2025-09-11,Organic Search,1151.24
2025-09-11,Paid Search,1930.0
2025-09-11,Referral,607.39
2025-09-11,Social,395.28
2025-09-12,Direct,1356.29
2025-09-12,Email,524.25
2025-09-12,Organic Search,1121.73
2025-09-12,Paid Search,1770.42
2025-09-12,Referral,564.05
2025-09-12,Social,381.03
2025-09-13,Direct,826.26
2025-09-13,Email,546.98
2025-09-13,Organic Search,1222.17
2025-09-13,Paid Search,1310.73
2025-09-13,Referral,431.04
2025-09-13,Social,363.07
2025-09-14,Direct,728.44
2025-09-14,Email,350.36
2025-09-14,Organic Search,971.61
2025-09-14,Paid Search,1186.0
2025-09-14,Referral,502.38
2025-09-14,Social,364.14
2025-09-15,Direct,1241.1
2025-09-15,Email,560.1
2025-09-15,Organic Search,1334.72
2025-09-15,Paid Search,1913.63
2025-09-15,Referral,625.78
2025-09-15,Social,416.4
2025-09-16,Direct,924.02
2025-09-16,Email,512.06
2025-09-16,Organic Search,1515.04
2025-09-16,Paid Search,1872.95
2025-09-16,Referral,576.92
2025-09-16,Social,506.16
2025-09-17,Direct,1200.28
2025-09-17,Email,554.44
2025-09-17,Organic Search,1408.89
2025-09-17,Paid Search,1965.65
2025-09-17,Referral,569.36
2025-09-17,Social,449.34
2025-09-18,Direct,1005.21
2025-09-18,Email,676.9
2025-09-18,Organic Search,1399.74
2025-09-18,Paid Search,2068.71
2025-09-18,Referral,602.09
2025-09-18,Social,427.75
2025-09-19,Direct,1031.47
2025-09-19,Email,553.08
2025-09-19,Organic Search,1459.49
2025-09-19,Paid Search,2134.12
2025-09-19,Referral,652.3
2025-09-19,Social,405.99
2025-09-20,Direct,958.33
2025-09-20,Email,477.9
2025-09-20,Organic Search,1197.24
2025-09-20,Paid Search,1592.82
2025-09-20,Referral,389.15
2025-09-20,Social,420.29
2025-09-21,Direct,899.05
2025-09-21,Email,536.73
2025-09-21,Organic Search,1137.12
2025-09-21,Paid Search,1424.23
2025-09-21,Referral,464.19
2025-09-21,Social,390.17
2025-09-22,Direct,970.99
2025-09-22,Email,583.02
2025-09-22,Organic Search,1412.93
2025-09-22,Paid Search,1865.77
2025-09-22,Referral,583.86
2025-09-22,Social,371.28
2025-09-23,Direct,971.33
2025-09-23,Email,569.16
2025-09-23,Organic Search,1403.81
2025-09-23,Paid Search,2041.83
2025-09-23,Referral,595.04
2025-09-23,Social,388.37
2025-09-24,Direct,1117.06
2025-09-24,Email,587.83
2025-09-24,Organic Search,1363.18
2025-09-24,Paid Search,1777.48
2025-09-24,Referral,774.83
2025-09-24,Social,358.04
2025-09-25,Direct,1002.98
2025-09-25,Email,658.55
2025-09-25,Organic Search,1362.91
2025-09-25,Paid Search,1791.4
2025-09-25,Referral,642.73
2025-09-25,Social,440.67
2025-09-26,Direct,1138.53
2025-09-26,Email,631.55
2025-09-26,Organic Search,1357.31
2025-09-26,Paid Search,2022.93
2025-09-26,Referral,561.94
2025-09-26,Social,410.16
2025-09-27,Direct,919.64
2025-09-27,Email,478.91
2025-09-27,Organic Search,1141.17
2025-09-27,Paid Search,1695.31
2025-09-27,Referral,451.28
2025-09-27,Social,304.66
2025-09-28,Direct,826.07
2025-09-28,Email,601.37
2025-09-28,Organic Search,1237.43
2025-09-28,Paid Search,1609.65
2025-09-28,Referral,481.86
2025-09-28,Social,410.08
2025-09-29,Direct,1054.95
2025-09-29,Email,528.04
2025-09-29,Organic Search,1404.33
2025-09-29,Paid Search,2035.56
2025-09-29,Referral,648.9
2025-09-29,Social,373.88
2025-09-30,Direct,1131.29
2025-09-30,Email,574.77
2025-09-30,Organic Search,1168.71
2025-09-30,Paid Search,1908.87
2025-09-30,Referral,457.46
2025-09-30,Social,428.18
2025-10-01,Direct,1033.95
2025-10-01,Email,584.28
2025-10-01,Organic Search,1314.21
2025-10-01,Paid Search,1790.75
2025-10-01,Referral,402.22
2025-10-01,Social,345.36
2025-10-02,Direct,1111.91
2025-10-02,Email,544.2
2025-10-02,Organic Search,1276.47
2025-10-02,Paid Search,2021.62
2025-10-02,Referral,603.22
2025-10-02,Social,428.08
2025-10-03,Direct,1315.0
2025-10-03,Email,677.34
2025-10-03,Organic Search,1622.56
2025-10-03,Paid Search,2160.68
2025-10-03,Referral,637.37
2025-10-03,Social,327.58
2025-10-04,Direct,913.64
2025-10-04,Email,476.65
2025-10-04,Organic Search,1022.84
2025-10-04,Paid Search,1457.55
2025-10-04,Referral,455.44
2025-10-04,Social,394.87
2025-10-05,Direct,861.45
2025-10-05,Email,492.8
2025-10-05,Organic Search,1322.95
2025-10-05,Paid Search,885.23
2025-10-05,Referral,415.57
2025-10-05,Social,370.65
2025-10-06,Direct,1299.39
2025-10-06,Email,651.58
2025-10-06,Organic Search,1395.16
2025-10-06,Paid Search,2181.07
2025-10-06,Referral,658.74
2025-10-06,Social,315.0
2025-10-07,Direct,1185.33
2025-10-07,Email,535.44
2025-10-07,Organic Search,1281.4
2025-10-07,Paid Search,1899.16
2025-10-07,Referral,691.88
2025-10-07,Social,377.05
2025-10-08,Direct,1024.12
2025-10-08,Email,475.14
2025-10-08,Organic Search,1712.71
2025-10-08,Paid Search,1598.84
2025-10-08,Referral,499.37
2025-10-08,Social,453.97
2025-10-09,Direct,1039.56
2025-10-09,Email,582.3
2025-10-09,Organic Search,1296.57
2025-10-09,Paid Search,704.96
2025-10-09,Referral,494.47
2025-10-09,Social,418.34
2025-10-10,Direct,969.59
2025-10-10,Email,495.24
2025-10-10,Organic Search,1301.02
2025-10-10,Paid Search,1732.73
2025-10-10,Referral,641.23
2025-10-10,Social,377.86
2025-10-11,Direct,916.43
2025-10-11,Email,429.17
2025-10-11,Organic Search,1260.58
2025-10-11,Paid Search,1755.8
2025-10-11,Referral,482.75
2025-10-11,Social,378.39
2025-10-12,Direct,752.2
2025-10-12,Email,365.67
2025-10-12,Organic Search,1264.93
2025-10-12,Paid Search,1535.03
2025-10-12,Referral,413.17
2025-10-12,Social,387.11
2025-10-13,Direct,1309.08
2025-10-13,Email,424.18
2025-10-13,Organic Search,1390.4
2025-10-13,Paid Search,1881.76
2025-10-13,Referral,471.24
2025-10-13,Social,336.01
2025-10-14,Direct,1097.18
2025-10-14,Email,429.24
2025-10-14,Organic Search,1279.45
2025-10-14,Paid Search,1984.54
2025-10-14,Referral,616.64
2025-10-14,Social,453.78
2025-10-15,Direct,1200.81
2025-10-15,Email,706.26
2025-10-15,Organic Search,1364.75
2025-10-15,Paid Search,1700.48
2025-10-15,Referral,645.04
2025-10-15,Social,308.86
2025-10-16,Direct,1091.25
2025-10-16,Email,429.37
2025-10-16,Organic Search,1430.96
2025-10-16,Paid Search,1766.64
2025-10-16,Referral,598.26
2025-10-16,Social,401.67
2025-10-17,Direct,1149.95
2025-10-17,Email,495.27
2025-10-17,Organic Search,1265.12
2025-10-17,Paid Search,1956.33
2025-10-17,Referral,693.12
2025-10-17,Social,371.75
2025-10-18,Direct,889.42
2025-10-18,Email,498.0
2025-10-18,Organic Search,1198.64
2025-10-18,Paid Search,1210.56
2025-10-18,Referral,463.08
2025-10-18,Social,391.23
2025-10-19,Direct,903.27
2025-10-19,Email,548.66
2025-10-19,Organic Search,1256.5
2025-10-19,Paid Search,1612.64
2025-10-19,Referral,412.01
2025-10-19,Social,277.8
2025-10-20,Direct,1234.08
2025-10-20,Email,632.1
2025-10-20,Organic Search,1215.21
2025-10-20,Paid Search,1563.57
2025-10-20,Referral,579.79
2025-10-20,Social,389.67
2025-10-21,Direct,1280.7
2025-10-21,Email,514.75
2025-10-21,Organic Search,1537.38
2025-10-21,Paid Search,2143.9
2025-10-21,Referral,624.07
2025-10-21,Social,371.63
2025-10-22,Direct,1272.73
2025-10-22,Email,581.77
2025-10-22,Organic Search,1335.74
2025-10-22,Paid Search,1897.78
2025-10-22,Referral,598.21
2025-10-22,Social,351.1
2025-10-23,Direct,1421.96
2025-10-23,Email,564.1
2025-10-23,Organic Search,1650.86
2025-10-23,Paid Search,2078.28
2025-10-23,Referral,500.34
2025-10-23,Social,394.99
2025-10-24,Direct,1065.37
2025-10-24,Email,577.31
2025-10-24,Organic Search,1525.97
2025-10-24,Paid Search,2016.17
2025-10-24,Referral,641.55
2025-10-24,Social,383.79
2025-10-25,Direct,931.1
2025-10-25,Email,517.01
2025-10-25,Organic Search,1231.91
2025-10-25,Paid Search,1747.49
2025-10-25,Referral,421.25
2025-10-25,Social,345.24
2025-10-26,Direct,854.49
2025-10-26,Email,534.86
2025-10-26,Organic Search,1154.72
2025-10-26,Paid Search,1569.73
2025-10-26,Referral,429.92
2025-10-26,Social,324.2
2025-10-27,Direct,1233.81
2025-10-27,Email,530.57
2025-10-27,Organic Search,1769.42
2025-10-27,Paid Search,2139.97
2025-10-27,Referral,551.62
2025-10-27,Social,577.65
2025-10-28,Direct,1042.36
2025-10-28,Email,668.83
2025-10-28,Organic Search,1371.49
2025-10-28,Paid Search,1866.35
2025-10-28,Referral,742.27
2025-10-28,Social,319.22
2025-10-29,Direct,1240.55
2025-10-29,Email,720.43
2025-10-29,Organic Search,1301.85
2025-10-29,Paid Search,1709.73
2025-10-29,Referral,672.85
2025-10-29,Social,345.52
2025-10-30,Direct,1148.19
2025-10-30,Email,547.17
2025-10-30,Organic Search,1347.76
2025-10-30,Paid Search,2105.22
2025-10-30,Referral,764.79
2025-10-30,Social,384.55
2025-10-31,Direct,1122.82
2025-10-31,Email,750.85
2025-10-31,Organic Search,1571.41
2025-10-31,Paid Search,1705.5
2025-10-31,Referral,608.55
2025-10-31,Social,485.87
2025-11-01,Direct,906.34
2025-11-01,Email,470.17
2025-11-01,Organic Search,1186.4
2025-11-01,Paid Search,1614.31
2025-11-01,Referral,489.04
2025-11-01,Social,414.79
2025-11-02,Direct,823.09
2025-11-02,Email,512.19
2025-11-02,Organic Search,1171.02
2025-11-02,Paid Search,1392.62
2025-11-02,Referral,467.16
2025-11-02,Social,342.57
2025-11-03,Direct,1035.51
2025-11-03,Email,563.41
2025-11-03,Organic Search,1377.97
2025-11-03,Paid Search,1995.2
2025-11-03,Referral,584.3
2025-11-03,Social,464.57
2025-11-04,Direct,1150.46
2025-11-04,Email,578.4
2025-11-04,Organic Search,1422.68
2025-11-04,Paid Search,2243.02
2025-11-04,Referral,610.05
2025-11-04,Social,497.82
2025-11-05,Direct,1149.86
2025-11-05,Email,656.89
2025-11-05,Organic Search,1370.54
2025-11-05,Paid Search,2054.79
2025-11-05,Referral,677.08
2025-11-05,Social,409.58
2025-11-06,Direct,1073.63
2025-11-06,Email,558.11
2025-11-06,Organic Search,1525.33
2025-11-06,Paid Search,1918.08
2025-11-06,Referral,556.73
2025-11-06,Social,405.63
2025-11-07,Direct,1106.09
2025-11-07,Email,484.48
2025-11-07,Organic Search,1405.09
2025-11-07,Paid Search,2017.57
2025-11-07,Referral,709.62
2025-11-07,Social,393.17
2025-11-08,Direct,939.05
2025-11-08,Email,463.38
2025-11-08,Organic Search,1111.57
2025-11-08,Paid Search,1456.97
2025-11-08,Referral,465.04
2025-11-08,Social,345.17
2025-11-09,Direct,846.87
2025-11-09,Email,490.33
2025-11-09,Organic Search,1283.3
2025-11-09,Paid Search,1801.4
2025-11-09,Referral,503.74
2025-11-09,Social,367.78
2025-11-10,Direct,972.84
2025-11-10,Email,586.12
2025-11-10,Organic Search,1312.55
2025-11-10,Paid Search,1834.28
2025-11-10,Referral,663.3
2025-11-10,Social,435.76
2025-11-11,Direct,1266.24
2025-11-11,Email,511.33
2025-11-11,Organic Search,1454.26
2025-11-11,Paid Search,1930.49
2025-11-11,Referral,519.75
2025-11-11,Social,322.55
2025-11-12,Direct,1155.8
2025-11-12,Email,518.63
2025-11-12,Organic Search,1192.16
2025-11-12,Paid Search,2034.06
2025-11-12,Referral,634.46
2025-11-12,Social,391.14
2025-11-13,Direct,1087.0
2025-11-13,Email,587.56
2025-11-13,Organic Search,1262.38
2025-11-13,Paid Search,2000.33
2025-11-13,Referral,714.52
2025-11-13,Social,380.07
2025-11-14,Direct,1068.25
2025-11-14,Email,589.77
2025-11-14,Organic Search,1393.82
2025-11-14,Paid Search,2016.85
2025-11-14,Referral,647.53
2025-11-14,Social,485.68
2025-11-15,Direct,845.08
2025-11-15,Email,562.68
2025-11-15,Organic Search,651.74
2025-11-15,Paid Search,1454.18
2025-11-15,Referral,459.07
2025-11-15,Social,390.38
2025-11-16,Direct,986.13
2025-11-16,Email,459.57
2025-11-16,Organic Search,1026.48
2025-11-16,Paid Search,1483.93
2025-11-16,Referral,466.75
2025-11-16,Social,399.5
2025-11-17,Direct,1013.07
2025-11-17,Email,607.88
2025-11-17,Organic Search,1539.4
2025-11-17,Paid Search,2082.9
2025-11-17,Referral,506.32
2025-11-17,Social,389.07
2025-11-18,Direct,1162.92
2025-11-18,Email,557.18
2025-11-18,Organic Search,1241.92
2025-11-18,Paid Search,2073.04
2025-11-18,Referral,725.23
2025-11-18,Social,375.12
2025-11-19,Direct,1162.38
2025-11-19,Email,530.78
2025-11-19,Organic Search,1529.7
2025-11-19,Paid Search,1996.35
2025-11-19,Referral,472.69
2025-11-19,Social,411.35
2025-11-20,Direct,1195.45
2025-11-20,Email,558.46
2025-11-20,Organic Search,1443.25
2025-11-20,Paid Search,2142.3
2025-11-20,Referral,743.15
2025-11-20,Social,365.33
2025-11-21,Direct,1091.83
2025-11-21,Email,568.17
2025-11-21,Organic Search,1681.22
2025-11-21,Paid Search,2083.52
2025-11-21,Referral,612.76
2025-11-21,Social,349.32
2025-11-22,Direct,1001.74
2025-11-22,Email,414.07
2025-11-22,Organic Search,1005.43
2025-11-22,Paid Search,1608.11
2025-11-22,Referral,484.93
2025-11-22,Social,340.89
2025-11-23,Direct,957.29
2025-11-23,Email,418.21
2025-11-23,Organic Search,1085.17
2025-11-23,Paid Search,1313.33
2025-11-23,Referral,361.81
2025-11-23,Social,420.57
2025-11-24,Direct,1087.34
2025-11-24,Email,614.01
2025-11-24,Organic Search,1568.11
2025-11-24,Paid Search,1986.51
2025-11-24,Referral,698.24
2025-11-24,Social,361.12
2025-11-25,Direct,1059.45
2025-11-25,Email,534.14
2025-11-25,Organic Search,1506.13
2025-11-25,Paid Search,1955.9
2025-11-25,Referral,684.59
2025-11-25,Social,368.37
2025-11-26,Direct,1111.31
2025-11-26,Email,577.29
2025-11-26,Organic Search,1513.99
2025-11-26,Paid Search,2153.99
2025-11-26,Referral,680.08
2025-11-26,Social,343.67
2025-11-27,Direct,1678.21
2025-11-27,Email,1127.27
2025-11-27,Organic Search,2635.41
2025-11-27,Paid Search,3708.86
2025-11-27,Referral,725.89
2025-11-27,Social,694.26
2025-11-28,Direct,1618.28
2025-11-28,Email,1024.24
2025-11-28,Organic Search,2343.12
2025-11-28,Paid Search,4744.93
2025-11-28,Referral,846.91
2025-11-28,Social,667.46
2025-11-29,Direct,1398.43
2025-11-29,Email,978.37
2025-11-29,Organic Search,2052.56
2025-11-29,Paid Search,3775.13
2025-11-29,Referral,700.3
2025-11-29,Social,529.21
2025-11-30,Direct,1360.2
2025-11-30,Email,915.65
2025-11-30,Organic Search,1833.81
2025-11-30,Paid Search,3417.9
2025-11-30,Referral,759.16
2025-11-30,Social,674.33
2025-12-01,Direct,1968.39
2025-12-01,Email,1045.6
2025-12-01,Organic Search,2256.85
2025-12-01,Paid Search,4443.12
2025-12-01,Referral,832.76
2025-12-01,Social,560.62
2025-12-02,Direct,1672.84
2025-12-02,Email,1195.4
2025-12-02,Organic Search,2546.35
2025-12-02,Paid Search,5355.71
2025-12-02,Referral,835.84
2025-12-02,Social,594.83
2025-12-03,Direct,1053.58
2025-12-03,Email,541.89
2025-12-03,Organic Search,1420.96
2025-12-03,Paid Search,1984.68
2025-12-03,Referral,666.77
2025-12-03,Social,214.4
2025-12-04,Direct,1118.37
2025-12-04,Email,607.02
2025-12-04,Organic Search,1618.34
2025-12-04,Paid Search,2196.81
2025-12-04,Referral,828.06
2025-12-04,Social,317.67
2025-12-05,Direct,1139.89
2025-12-05,Email,450.5
2025-12-05,Organic Search,1334.09
2025-12-05,Paid Search,1882.09
2025-12-05,Referral,596.55
2025-12-05,Social,379.8
2025-12-06,Direct,916.75
2025-12-06,Email,498.87
2025-12-06,Organic Search,1174.67
2025-12-06,Paid Search,1320.37
2025-12-06,Referral,443.46
2025-12-06,Social,323.43
2025-12-07,Direct,915.4
2025-12-07,Email,583.09
2025-12-07,Organic Search,1144.87
2025-12-07,Paid Search,1448.11
2025-12-07,Referral,435.86
2025-12-07,Social,375.02
2025-12-08,Direct,667.87
2025-12-08,Email,730.13
2025-12-08,Organic Search,1249.62
2025-12-08,Paid Search,1829.03
2025-12-08,Referral,635.08
2025-12-08,Social,396.98
2025-12-09,Direct,1108.88
2025-12-09,Email,451.27
2025-12-09,Organic Search,1338.19
2025-12-09,Paid Search,2007.57
2025-12-09,Referral,736.36
2025-12-09,Social,390.4
2025-12-10,Direct,1064.5
2025-12-10,Email,523.05
2025-12-10,Organic Search,1298.74
2025-12-10,Paid Search,1998.87
2025-12-10,Referral,639.44
2025-12-10,Social,407.06
2025-12-11,Direct,1380.94
2025-12-11,Email,477.96
2025-12-11,Organic Search,1505.26
2025-12-11,Paid Search,1975.66
2025-12-11,Referral,840.0
2025-12-11,Social,430.91
2025-12-12,Direct,1120.05
2025-12-12,Email,537.83
2025-12-12,Organic Search,1447.28
2025-12-12,Paid Search,2233.81
2025-12-12,Referral,653.12
2025-12-12,Social,452.16
2025-12-13,Direct,896.54
2025-12-13,Email,538.42
2025-12-13,Organic Search,983.95
2025-12-13,Paid Search,1625.99
2025-12-13,Referral,536.86
2025-12-13,Social,423.43
2025-12-14,Direct,856.2
2025-12-14,Email,561.63
2025-12-14,Organic Search,1065.5
2025-12-14,Paid Search,1374.79
2025-12-14,Referral,448.57
2025-12-14,Social,333.62
2025-12-15,Direct,1150.57
2025-12-15,Email,640.03
2025-12-15,Organic Search,1453.24
2025-12-15,Paid Search,2039.89
2025-12-15,Referral,553.17
2025-12-15,Social,466.29
2025-12-16,Direct,1074.52
2025-12-16,Email,608.13
2025-12-16,Organic Search,1469.4
2025-12-16,Paid Search,2496.87
2025-12-16,Referral,755.98
2025-12-16,Social,471.46
2025-12-17,Direct,1131.72
2025-12-17,Email,754.72
2025-12-17,Organic Search,1542.81
2025-12-17,Paid Search,2446.85
2025-12-17,Referral,810.32
2025-12-17,Social,449.73
2025-12-18,Direct,1352.25
2025-12-18,Email,689.19
2025-12-18,Organic Search,1713.11
2025-12-18,Paid Search,2764.45
2025-12-18,Referral,695.08
2025-12-18,Social,406.91
2025-12-19,Direct,1163.74
2025-12-19,Email,728.8
2025-12-19,Organic Search,1779.83
2025-12-19,Paid Search,2302.02
2025-12-19,Referral,864.88
2025-12-19,Social,315.07
2025-12-20,Direct,961.0
2025-12-20,Email,616.22
2025-12-20,Organic Search,1366.42
2025-12-20,Paid Search,2077.25
2025-12-20,Referral,519.61
2025-12-20,Social,459.41
2025-12-21,Direct,977.96
2025-12-21,Email,535.2
2025-12-21,Organic Search,1429.33
2025-12-21,Paid Search,2047.84
2025-12-21,Referral,483.51
2025-12-21,Social,457.02
2025-12-22,Direct,1358.36
2025-12-22,Email,371.61
2025-12-22,Organic Search,1606.53
2025-12-22,Paid Search,2291.05
2025-12-22,Referral,970.71
2025-12-22,Social,435.85
2025-12-23,Direct,1197.31
2025-12-23,Email,876.46
2025-12-23,Organic Search,1543.25
2025-12-23,Paid Search,2148.86
2025-12-23,Referral,691.97
2025-12-23,Social,437.63
2025-12-24,Direct,1280.45
2025-12-24,Email,894.39
2025-12-24,Organic Search,1651.47
2025-12-24,Paid Search,2453.22
2025-12-24,Referral,720.22
2025-12-24,Social,220.2
2025-12-25,Direct,902.2
2025-12-25,Email,544.1
2025-12-25,Organic Search,1353.16
2025-12-25,Paid Search,1427.09
2025-12-25,Referral,701.52
2025-12-25,Social,494.59
2025-12-26,Direct,1145.74
2025-12-26,Email,711.9
2025-12-26,Organic Search,1349.88
2025-12-26,Paid Search,2034.49
2025-12-26,Referral,623.18
2025-12-26,Social,478.74
2025-12-27,Direct,798.7
2025-12-27,Email,452.26
2025-12-27,Organic Search,1280.59
2025-12-27,Paid Search,1496.79
2025-12-27,Referral,412.46
2025-12-27,Social,372.4
2025-12-28,Direct,775.92
2025-12-28,Email,519.6
2025-12-28,Organic Search,1085.39
2025-12-28,Paid Search,1620.62
2025-12-28,Referral,434.98
2025-12-28,Social,427.06
2025-12-29,Direct,1031.98
2025-12-29,Email,487.08
2025-12-29,Organic Search,1362.56
2025-12-29,Paid Search,1904.6
2025-12-29,Referral,795.28
2025-12-29,Social,431.9
2025-12-30,Direct,1065.41
2025-12-30,Email,447.12
2025-12-30,Organic Search,1566.69
2025-12-30,Paid Search,2085.17
2025-12-30,Referral,692.93
2025-12-30,Social,370.49
2025-12-31,Direct,1268.06
2025-12-31,Email,533.7
2025-12-31,Organic Search,1381.91
2025-12-31,Paid Search,1769.62
2025-12-31,Referral,708.7
2025-12-31,Social,366.99
